review_id,subcategory,master_name,date,score,size,experience,verified,header,text,review_length,main_category
10229,Womens-boots-booties,Spur,10/11/2024,5 star rating,Too Small,Not specified,Unverified,Beautiful boot- runs small,"Beautiful boot but it runs small. Whatever size you wear, go up a whole size.",77.0,Woman's
10230,Womens-boots-booties,Spur,31/10/2024,5 star rating,Not specified,Not specified,Unverified,Runs small,Runs a size and a half too small,32.0,Woman's
10231,Womens-boots-booties,Spur,20/09/2024,4 star rating,Small,Not specified,Unverified,Gorgeous but runs small,Beautiful boot and great quality. Runs small and narrow. I usually wear a 10 ordered an 11 and very tight.,106.0,Woman's
10232,Womens-boots-booties,Harden,29/01/2025,5 star rating,True to size,Not specified,Verified Buyer,Must have!,"Cute, comfy, true to size…can’t wait to wear it out!",52.0,Woman's
10233,Womens-boots-booties,Harden,12/12/2024,5 star rating,True to size,Not specified,Verified Buyer,These boots are amazing. So,These boots are amazing. So stylish. The heel is perfect. I’m on my feet all day chasing preschoolers!! Love them.,114.0,Woman's
10234,Womens-boots-booties,Harden,12/12/2024,5 star rating,True to size,Not specified,Verified Buyer,Love. Love. Love.,These are absolutely perfect!!!,31.0,Woman's
10235,Womens-boots-booties,Harden,08/11/2024,5 star rating,True to size,Not specified,Verified Buyer,Closet staple!,Love these boots! Perfect color and perfect height. Get them now!,65.0,Woman's
10236,Womens-boots-booties,Harden,26/08/2024,5 star rating,True to size,Not specified,Verified Buyer,Comfortable,These are soooo cute! They fit perfectly.,41.0,Woman's
10237,Womens-boots-booties,Corenne,20/06/2025,5 star rating,Small,"Comfortable, Stylish",Verified Buyer,"10/10 highly recommend, but size up","I looooove these boots. They’re very stylish and very comfortable; when you size up. I DO have wider feet, but the narrow toe box seems like everyone would need to size up 1/2 size. Like I did. Otherwise, comfy to walk in and guaranteed to turn heads.",251.0,Woman's
10238,Womens-boots-booties,Corenne,30/05/2025,5 star rating,Small,"Stylish, Comfortable, Value, Quality",Verified Buyer,Great buy.,"Love the shoe. But I did have to go a half size up, which is very common with Steve Madden shoes.",97.0,Woman's
10239,Womens-boots-booties,Corenne,16/05/2025,5 star rating,True to size,Not specified,Verified Buyer,10/10,Love it!!! 😍,12.0,Woman's
10240,Womens-boots-booties,Corenne,19/05/2025,5 star rating,True to size,Not specified,Verified Buyer,Best boots ever,I have two pair and love them so much !!!,41.0,Woman's
10241,Womens-boots-booties,Corenne,13/03/2025,5 star rating,True to size,Not specified,Unverified,"Perfect fit, and comfy!! A great buy, ladies!!!","Perfect fit, and comfy!! I put insoles in them and lasted walking around 2-3 hours at the Houston Rodeo & Livestock Show this year. No pain, no blisters. . . Buy the boots, ladies!! 1⃣0⃣ ⭐️⭐️⭐️⭐️⭐️🔥🤩",199.0,Woman's
10242,Womens-boots-booties,Corenne,17/04/2025,3 star rating,Small,Not specified,Verified Buyer,Size was a little tight,Size was a little tight,23.0,Woman's
10243,Womens-boots-booties,Corenne,06/03/2025,5 star rating,True to size,Not specified,Verified Reviewer,Perfect calf size,"I’m 5’8, 145lb. The regular size calf is perfect.",49.0,Woman's
10244,Womens-boots-booties,Corenne,05/03/2025,3 star rating,Not specified,Not specified,Unverified,Calf need to be wider,These are too tight on my calves,32.0,Woman's
10245,Womens-boots-booties,Corenne,16/10/2024,5 star rating,True to size,Not specified,Verified Reviewer,Got all 3 count help it best fall boots,I haven't received these yet but I got the red ones and just ordered the bulk ones as well. I didn't even realize they were real leather because of the price. So for the leather ones at this price point def a great deal. So hard to find nice leather boots for a decent price in todays inflated economy.,302.0,Woman's
10246,Womens-boots-booties,Corenne,09/11/2024,5 star rating,True to size,Not specified,Verified Buyer,You NEED these,"These boots are stylish, comfortable, and they dress up any outfit!",67.0,Woman's
10247,Womens-boots-booties,Corenne,16/11/2024,5 star rating,Not specified,Not specified,Verified Buyer,Stop what your doing and buy !!!!,Steve Madden did their big one with this boot . I did size up an half size & it fits perfect.,93.0,Woman's
10248,Womens-boots-booties,Corenne,02/11/2024,5 star rating,Small,Not specified,Verified Buyer,Exactly what I expected,Super Cute! Sizing up is a must. Great year round boot for us fashion girlies,77.0,Woman's
10249,Womens-boots-booties,Corenne,01/11/2024,5 star rating,True to size,Not specified,Verified Buyer,Omg 😲,I'm going to slay at the concert with these boots.,50.0,Woman's
10250,Womens-boots-booties,Corenne,25/10/2024,5 star rating,Small,Not specified,Verified Buyer,Long wait,These are gorgeous and well worth the wait,42.0,Woman's
10251,Womens-boots-booties,Corenne,14/10/2024,5 star rating,True to size,Not specified,Unverified,Perfect boot,"Grab them before they sell out !!!!
Looks just like the picture . I size up a half size and fits perfect .",106.0,Woman's
10252,Womens-boots-booties,Corenne,12/10/2024,5 star rating,True to size,Not specified,Verified Buyer,Favorite pair boots right now,Favorite pair boots right now,29.0,Woman's
10253,Womens-boots-booties,Corenne,04/10/2024,5 star rating,True to size,Not specified,Unverified,Bomb,"Super cute. Order a size or half size up, a bit snug but true to size",69.0,Woman's
10254,Womens-boots-booties,Mystery,21/02/2025,5 star rating,True to size,Not specified,Verified Buyer,Love these boots!,"I have been looking for a near knew high boot. Most have pointy toes or ante not leather. These are so cute. It’s a small platform, so the high heel doesn’t feel that night. They are very comfortable. The leather is soft and the price is quite reasonable. I have narrow feet and these fit great.",295.0,Woman's
10255,Womens-boots-booties,Mystery,25/01/2025,5 star rating,True to size,Not specified,Verified Buyer,Love my new addition,"I'm 5'5 & these fit right below my knee, a good length for me. They go well with pretty much any outfit, the look like Bratz boots. I loveeeee them, the platform helps to make it a comfortable walk.",198.0,Woman's
10256,Womens-boots-booties,Mystery,02/01/2025,5 star rating,Too Big,Not specified,Verified Buyer,Happy with purchase!,"Ordered size 6, true to size. Boots are very comfortable so far, have worn once. The platform with heel height definitely helps with comfort and looks great! Love the height and knee circumference of the boots, fits my petite frame. 5’1, 104 lbs .
Recommend….",259.0,Woman's
10257,Womens-boots-booties,Mystery,19/12/2024,5 star rating,True to size,Not specified,Verified Buyer,Cute and Comfy,I am usually a size 6. 5-7 I bought these in a 7 so I can wear socks with them. I wore them for hours immediately and they didn’t hurt my feet and looked so cute! I am not sure if they are fully leather,202.0,Woman's
10258,Womens-boots-booties,Mystery,08/02/2025,5 star rating,True to size,Not specified,Verified Buyer,ABSOLUTELY FABULOUS,"They are perfect! Exactly what I was looking for. They fit me like a glove, they are soft and comfortable.",106.0,Woman's
10259,Womens-boots-booties,Mystery,02/01/2025,5 star rating,True to size,Not specified,Verified Buyer,Solid Staple Black Boots,These are a good pair of basic black boots. They are a great length on the calf and the heel height is perfect. I didn’t love the square-ish toe at first but it’s grown on me.,175.0,Woman's
10260,Womens-boots-booties,Mystery,12/01/2025,4 star rating,Not specified,Not specified,Verified Buyer,Love a square toe boot,I’ve been purchasing boots from Steve Madden for the past 4 years now. I love them. They fit perfectly.,103.0,Woman's
10261,Womens-boots-booties,Mystery,13/12/2024,4 star rating,Not specified,Not specified,Verified Buyer,They’re amazing,"They’re super comfortable and are super cute, the only con of these boots is that they’re a bit tight on the calves. I wish they would have a wide calf version. Other than that they’re Amazing and look so cute with any outfit.",226.0,Woman's
10262,Womens-boots-booties,Mystery,29/12/2024,5 star rating,Not specified,Not specified,Verified Buyer,"Nice looking boots, but they","Nice looking boots, but they were a gift and had to return.",59.0,Woman's
10263,Womens-boots-booties,Mystery,01/01/2025,5 star rating,True to size,Not specified,Verified Buyer,Love them,"Cute, looks just like the pictures and surprisingly very comfortable!",69.0,Woman's
10264,Womens-boots-booties,Mystery,12/12/2024,5 star rating,True to size,Not specified,Verified Buyer,Steve Madden Mystery Black Leather,These boots are great! The fit is true to size and they’re very comfortable. Easy to dress up or down!,102.0,Woman's
10265,Womens-boots-booties,Mystery,24/12/2024,2 star rating,Not specified,Not specified,Unverified,So cute but won’t fit wide calves.,I LOVE the boots. The way they look and feel. They’re SO comfortable. They even shipped so quick. But they’re not wide calf friendly and so i unfortunately had to return. :/ so sad,180.0,Woman's
10266,Womens-boots-booties,Mystery,20/12/2024,5 star rating,True to size,Not specified,Verified Buyer,Love em,"Great fit, great price and comfortable",38.0,Woman's
10267,Womens-boots-booties,Mystery,10/01/2025,5 star rating,True to size,Not specified,Unverified,Happy with my boots,I love these boots i am so happy i bought them!!! They go with a lot of outfits!,80.0,Woman's
10268,Womens-boots-booties,Mystery,24/10/2024,5 star rating,True to size,Not specified,Verified Buyer,Amazing :),"I got these as a going-out/dancing shoe, but they have become a regular in my rotation of everyday shoes. Since they're leather, I have been able to break them in, and they get more comfortable with each wear. The platform is well-concealed, so they feel a lot more comfortable and easy to walk in than",302.0,Woman's
10269,Womens-boots-booties,Mystery,12/11/2024,5 star rating,True to size,Not specified,Verified Buyer,Excellent quality…. Fabulous customer service….,Excellent quality…. Fabulous customer service….,47.0,Woman's
10270,Womens-boots-booties,Mystery,16/10/2024,5 star rating,Not specified,Not specified,Unverified,Perfect fit,"I typically wear size 7-7.5, and I have a bunion. I wear size 8 for this, and it fits perfectly. It’s very comfortable and goes well with my mini skirt. I adore it.",164.0,Woman's
10271,Womens-boots-booties,Mystery,25/09/2024,5 star rating,Not specified,Not specified,Verified Reviewer,Love!!!,"I love love love these boots. I have very skinny ankles, and the skin tight ones made my legs look weird. These are PERFECT",123.0,Woman's
10272,Womens-boots-booties,Lawful,28/05/2025,5 star rating,True to size,"Stylish, Comfortable, Value",Verified Buyer,Luv the boots. Look super,Luv the boots. Look super cool with my outfits. True to size. Very comfortable.,79.0,Woman's
10273,Womens-boots-booties,Ciara,16/04/2025,5 star rating,True to size,Not specified,Verified Buyer,Perfect Black Boot,"Great fit, true to size. Love all my Steve Madden shoes and this one is no different. Very comfortable and versitile.",117.0,Woman's
10274,Womens-boots-booties,Ciara,08/02/2025,5 star rating,True to size,Not specified,Verified Buyer,These are very flattering and,These are very flattering and can stretch at the top if needed. The quality is really nice for value.,101.0,Woman's
10275,Womens-boots-booties,Ciara,10/01/2025,5 star rating,Too Small,Not specified,Verified Reviewer,Size up!,"Great boots with a comfortable heel height! However, I recommend sizing up by half a size. I'm usually a size 8, but they felt tight, so I went for an 8. 5, which fit perfectly and felt like a true size 8.",205.0,Woman's
10276,Womens-boots-booties,Myndie,10/05/2025,5 star rating,Not specified,Not specified,Verified Buyer,The Perfect Platform Boot,"I wore these to a 3 hour concert and they held up all night. The platform makes them so comfy, even through walking almost 5 miles to get to a shuttle. I have thin calves and they make my legs look longer. The square toe is chic because they are tapered, so they can go from go go boot to alt! Highly",300.0,Woman's
10277,Womens-boots-booties,Myndie,29/10/2024,5 star rating,True to size,Not specified,Verified Buyer,Great Boot !,These boots fit perfect! Love the heel height and are very comfortable. Looks great with jeans and dresses. Definitely would recommend!!,136.0,Woman's
10278,Womens-boots-booties,Myndie,19/12/2024,4 star rating,Small,Not specified,Verified Buyer,Cute,Just,4.0,Woman's
10279,Womens-boots-booties,Myndie,03/11/2024,5 star rating,True to size,Not specified,Verified Buyer,Must have boots,Incredibly comfortable!,23.0,Woman's
10280,Womens-boots-booties,Aria,06/02/2025,5 star rating,True to size,Not specified,Verified Buyer,Aria Boots,"I absolutely love these shoes! They are fantastic; they’ve been through snow, mud, rain— all I had to do is take a paper towel and wipe it off, there was no hassle and it didn’t ruin the shoes. These are everything I wanted and more",232.0,Woman's
10281,Womens-boots-booties,Aria,04/12/2024,4 star rating,True to size,Not specified,Verified Buyer,Best Knee High Heeled Faux Leather Boots Out,"I have ordered and returned about 4 knee high heeled black boots this winter season and these were the keep. I’m 5’10” 144 lbs with a slim build for reference so they are “skinny calf” friendly. They do, however, have lots of stretch and could work for wider calfs. The shoe itself is narrow though and",302.0,Woman's
10282,Womens-boots-booties,Aria,06/02/2025,5 star rating,True to size,Not specified,Unverified,Lovely!,"I LOVE these boots! I normally wear a size 10. They do fit true to size for me. The shaft of the boot fits perfectly. The circumference of the shaft has always been an issue in the past, when buying boots of this style. They’re quite comfortable and stylish. I do recommend!",274.0,Woman's
10283,Womens-boots-booties,Aria,23/12/2024,5 star rating,True to size,Not specified,Verified Buyer,Classy Boots,These boots are gorgeous and comfortable. The material is buttery soft and looks like real leather. The heel height is good to elongate your legs. Fits well on the leg with no gaps at the top. Beautiful style. I need these in brown now. ♥️,239.0,Woman's
10284,Womens-boots-booties,Aria,11/12/2024,5 star rating,Too Big,Not specified,Verified Buyer,Obssesed with this brand,I wore them with a skirt and tights and it looked so elegant. The fit was perfect on my calves and the material looked expensive. I got them at a good deal during black friday and do not regret it.,197.0,Woman's
10285,Womens-boots-booties,Aria,08/12/2024,5 star rating,True to size,Not specified,Verified Buyer,Perfect,"Looks so flattering on your calves!! Great material and quality, perfect winter date night boot",95.0,Woman's
10286,Womens-boots-booties,Aria,08/12/2024,4 star rating,Big,Not specified,Verified Buyer,"They are comfortable, they look","They are comfortable, they look good, perfect for women with thin legs.",71.0,Woman's
10287,Womens-boots-booties,Aria,07/12/2024,5 star rating,Not specified,Not specified,Verified Buyer,Great boots!!,Love these boots! They look amazing and level up any outfit you wear them with.,79.0,Woman's
10288,Womens-boots-booties,Aria,06/12/2024,5 star rating,True to size,Not specified,Verified Buyer,Love these!! Especially since I,Love these!! Especially since I have thin calves. They hug my calves so good!! 😊,80.0,Woman's
10289,Womens-boots-booties,Aria,24/11/2024,5 star rating,True to size,Not specified,Verified Buyer,Love them!,This boot is perfect for me! Fits my leg and is very comfortable (for a heel)! Looks great with skirts!,103.0,Woman's
10290,Womens-boots-booties,Aria,20/12/2024,5 star rating,Small,Not specified,Verified Buyer,The ARIA BLACK BOOTS came,The ARIA BLACK BOOTS came in too small. 😢,41.0,Woman's
10291,Womens-boots-booties,Aria,01/11/2024,4 star rating,True to size,Not specified,Verified Buyer,Aria Black,These boots are gorgeous! They look and feel better in person. Only down side is there is no cushion on the ball of your feet. I walked in them for one hour and my feet were throbbing.,184.0,Woman's
10292,Womens-boots-booties,Aria,07/12/2024,5 star rating,True to size,Not specified,Verified Buyer,Classy and sexy boot,This boot looks great with dresses and jeans.,45.0,Woman's
10293,Womens-boots-booties,Aria,16/12/2024,5 star rating,Too Small,Not specified,Verified Buyer,True to size great for,True to size great for skinny legs,34.0,Woman's
10294,Womens-boots-booties,Aria,03/11/2024,5 star rating,True to size,Not specified,Verified Buyer,Perfect Boot,"Cute, comfortable and just right! Can wear day or night.",56.0,Woman's
10295,Womens-boots-booties,Aria,12/12/2024,5 star rating,True to size,Not specified,Verified Buyer,Love this boot my favorite,Love this boot my favorite and goes with anything,49.0,Woman's
10296,Womens-boots-booties,Aria,14/12/2024,3 star rating,True to size,Not specified,Verified Buyer,Quality and fit are good.,Quality and fit are good.,25.0,Woman's
10297,Womens-boots-booties,Aria,12/12/2024,5 star rating,True to size,Not specified,Verified Buyer,Great Fit,Fits perfectly for size 6,25.0,Woman's
10298,Womens-boots-booties,Aria,22/10/2024,5 star rating,True to size,Not specified,Verified Buyer,Perfect Fit and comfortable,"Calf size was perfect for my thin legs, true to size and comfortable, was able to be on my feet all night",105.0,Woman's
10299,Womens-boots-booties,Aria,24/10/2024,5 star rating,True to size,Not specified,Verified Buyer,Love the boots!,My new favorite fashion staple! Very comfortable to walk in as well,67.0,Woman's
10300,Womens-boots-booties,Aria,23/11/2024,5 star rating,True to size,Not specified,Verified Buyer,Worth the wait,Worth the wait,14.0,Woman's
10301,Womens-boots-booties,Aria,25/10/2024,5 star rating,True to size,Not specified,Verified Buyer,"Absolutely love them, can't wait","Absolutely love them, can't wait to wear them out.",50.0,Woman's
10302,Womens-boots-booties,Aria,03/10/2024,5 star rating,True to size,Not specified,Verified Buyer,Solid boot heel,Wore for six hours. Comfy for first 4 then it was painful. Super sexy shoes and they got a lot of compliments,109.0,Woman's
10303,Womens-boots-booties,Aria,12/10/2024,4 star rating,Big,Not specified,Verified Buyer,ARIA BLACK,I originally had ordered a size 9 but I had to size down to an 8 1/2.,69.0,Woman's
10304,Womens-boots-booties,Aria,21/10/2024,2 star rating,True to size,Not specified,Verified Reviewer,Cute but so uncomfortable,I knew as soon as I tried them on I would have to return. They're great boots but incredibly uncomfortable.,107.0,Woman's
10305,Womens-boots-booties,Aria,07/09/2024,5 star rating,True to size,Not specified,Verified Buyer,Perfect Fall Staple!!,"Super soft, not too hard to walk in, not the comfiest but manageable. looks great with skirts, jeans and dresses!",113.0,Woman's
10306,Womens-boots-booties,Aria,05/10/2024,3 star rating,True to size,Not specified,Verified Buyer,Cute but uncomfortable,Very uncomfortable but super cute,33.0,Woman's
10307,Womens-boots-booties,Aria,17/10/2024,5 star rating,True to size,Not specified,Verified Buyer,Great boots,Perfect,7.0,Woman's
10308,Womens-boots-booties,Baddie,30/05/2025,5 star rating,True to size,"Stylish, Comfortable, Quality, Value",Verified Buyer,BADDIES FOR THEEE BADDEST,"I LOVE THESE BOOTS! I wrote a review and added pictures, for whatever reason my pictures did not post with my review so here I am doing another review to add pics!",163.0,Woman's
10309,Womens-boots-booties,Baddie,16/05/2025,5 star rating,True to size,Not specified,Verified Buyer,BADDEST BOOT,"BAAAABY, RUN DON’T WALK! BUY THESE BOOTS NOW! These boots are absolutely EVERYTHING! I would’ve paid $500 easy, easy for these! They’re real leather, not “vegan” So comfortable and very stylish! I’d like a matching moto jacket STEVE MADDEN!! I bought them a while back but I just wore these on my 49th",301.0,Woman's
10310,Womens-boots-booties,Baddie,31/05/2025,5 star rating,Not specified,Not specified,Verified Buyer,Baddies For Baddie’s,BADDEST BOOT,12.0,Woman's
10311,Womens-boots-booties,Baddie,06/05/2025,5 star rating,Not specified,Not specified,Verified Buyer,Gorgeous 🥰,"I almost cried taking these boots out of the box. They are literally so beautiful smh. I should probably return for an 8, but there is no way I can wait until 9/3 for the 8 to arrive.",183.0,Woman's
10312,Womens-boots-booties,Baddie,01/04/2025,5 star rating,True to size,Not specified,Verified Buyer,Perfect!!!,I absolutely love these boots! I have big thighs so it’s hard finding thigh high boots that are loose fitting! They are sooooo freaking gorgeous!!!,147.0,Woman's
10313,Womens-boots-booties,Baddie,05/02/2025,5 star rating,True to size,Not specified,Verified Buyer,Baddie,I love these boots. Wish they had more colors. They are comfortable and the heel isn't that high that's a plus for me.,118.0,Woman's
10314,Womens-boots-booties,Baddie,05/02/2025,5 star rating,Big,Not specified,Verified Buyer,Favorite Winter Boot,"I love this boot. Exactly like the picture. Normally Steve Madden shoes are uncomfortable to me, but these boots are so comfy. I’m normally a 7 but the 6. 5 fits perfect (for me). Don’t walk, run and get this boot!",214.0,Woman's
10315,Womens-boots-booties,Baddie,30/01/2025,5 star rating,Not specified,Not specified,Unverified,"Chic, comfy, and oh-so-stylish","These boots are absolutely stylish, cute, and incredibly comfortable. They’re the perfect blend of fashion and function, making them a must-have for any wardrobe. I’m looking forward to wearing them everywhere!",210.0,Woman's
10316,Womens-boots-booties,Baddie,18/03/2025,5 star rating,Small,Not specified,Unverified,Size Up,please size up with these baddies and you will be good. . brought them for my birthday went a half size up and still tight but I had to wear them and now they have the black for pre order omg,191.0,Woman's
10317,Womens-boots-booties,Baddie,21/02/2025,5 star rating,True to size,Not specified,Verified Buyer,This boot is sexy chic,This boot is sexy chic and classy and matches perfectly with with my coat my husband brought me,95.0,Woman's
10318,Womens-boots-booties,Baddie,07/01/2025,5 star rating,True to size,Not specified,Verified Reviewer,"Expensive, but. . . .","I will say these boots are a bit too rich for my blood (price that is), however, they are FIYAH! My husband got them for my bday back in Nov. '24 and I LOVE them! They are very comfortable and true to size. I will say though, they do tend to slide down my legs a bit b/c I don't have big legs. . but nothing",307.0,Woman's
10319,Womens-boots-booties,Baddie,12/01/2025,5 star rating,True to size,Not specified,Verified Buyer,Buy them!!!,"These boots are fashionable, stylish, chic and comfortable!! The distressed color is perfect and they are thick thigh/ wide foot approved! Don't wait. . . get them!",164.0,Woman's
10320,Womens-boots-booties,Baddie,15/03/2025,5 star rating,True to size,Not specified,Unverified,I’m so in Love!,These boots are a must have…&& I caught them on sale🙌,53.0,Woman's
10321,Womens-boots-booties,Baddie,05/01/2025,5 star rating,True to size,Not specified,Verified Reviewer,Love Love Love,"I love everything about this boot-the heel height, the color, where it hits on my thigh, is comfortable and stylish!!!",118.0,Woman's
10322,Womens-boots-booties,Baddie,11/01/2025,5 star rating,True to size,Not specified,Unverified,Staple Piece,"OmG . . these boots here are the staple piece to every woman’s boot collection. They are comfortable, cute, and affordable.",123.0,Woman's
10323,Womens-boots-booties,Baddie,07/12/2024,5 star rating,Not specified,Not specified,Verified Buyer,In love,The price had me in a chokehold but I did it and don’t regret it at all.,72.0,Woman's
10324,Womens-boots-booties,Baddie,08/12/2024,5 star rating,Small,Not specified,Verified Buyer,Love these boots!,"These are my new favorite boots! They fit a little tight so size up. I wear an 8. 5, but I order a 9 in shoes and boots for extra room…but girl these boots were still really tight lol I ended up having to order a 9. 5",217.0,Woman's
10325,Womens-boots-booties,Baddie,12/02/2025,5 star rating,True to size,Not specified,Unverified,Please buy,Words can’t describe these boots they are everything!!!!,56.0,Woman's
10326,Womens-boots-booties,Baddie,28/01/2025,5 star rating,True to size,Not specified,Verified Buyer,This boot is a must,This boot is a must have!!!,27.0,Woman's
10327,Womens-boots-booties,Baddie,24/11/2024,5 star rating,True to size,Not specified,Verified Reviewer,Eye catching boots,All eyes were on me when I wore these boots !!!! A true baddie great quality and comfortable!! A must have for any fashionista girl .,133.0,Woman's
10328,Womens-boots-booties,Baddie,15/12/2024,5 star rating,Not specified,Not specified,Verified Buyer,Boots are so fireeee love,Boots are so fireeee love love love and comfy and heel not high at all,70.0,Woman's
10329,Womens-boots-booties,Baddie,09/12/2024,5 star rating,True to size,Not specified,Verified Buyer,They truly are baddies!,Non stop compliments on these sexy boots! Comfy too! Absolutely adore them!,75.0,Woman's
10330,Womens-boots-booties,Baddie,28/11/2024,5 star rating,True to size,Not specified,Verified Buyer,Fashionable,I love that the heel isn’t too high and comfortable to walk in.,63.0,Woman's
10331,Womens-boots-booties,Baddie,10/11/2024,5 star rating,True to size,Not specified,Unverified,Stylish and Comfortable,"They are so cute and comfortable 
The heel length is just right, and they are perfect for us girls with thick thighs. Love them!",128.0,Woman's
10332,Womens-boots-booties,Baddie,02/11/2024,5 star rating,True to size,Not specified,Verified Buyer,Boots are the cutest 😍,Boots are the cutest 😍 an so fashionable you can dress them up or dress them down wore them out today an got so many compliments ☺️ on them they are very comfortable,165.0,Woman's
10333,Womens-boots-booties,Baddie,22/10/2024,5 star rating,True to size,Not specified,Verified Buyer,Hot otk boots,"Beautiful color, style, fit. Great quality of leather and perfect color for the Fall. Comfortable, too",102.0,Woman's
10334,Womens-boots-booties,Baddie,17/09/2024,5 star rating,True to size,Not specified,Verified Buyer,Comfortable and Sexy,Got so many compliments in these boots. They are thick thigh friendly. The heel is the perfect height for these to be worn all day long. The bottom of the shoe isn't made with that slippery material which makes it the perfect boot to wear anywhere.,248.0,Woman's
10335,Womens-boots-booties,Baddie,20/11/2024,5 star rating,True to size,Not specified,Unverified,Best boots!!!,These boots are amazing. Heel not too high and comfortable. Boots are great quality and comes up past my mid thigh. Can’t wait to wear them.,140.0,Woman's
10336,Womens-boots-booties,Baddie,12/10/2024,5 star rating,Not specified,Not specified,Verified Buyer,A True BADDIE,These are a fall must have!! Great sizing for the ladies with big legs or wide calves ❤️❤️❤️ SM did their big one with this Baddie,130.0,Woman's
10337,Womens-boots-booties,Baddie,27/11/2024,5 star rating,True to size,Not specified,Verified Buyer,Love these boots,Great boots!,12.0,Woman's
10338,Womens-boots-booties,Baddie,25/11/2024,5 star rating,True to size,Not specified,Unverified,Coolest boots,Love these boots,16.0,Woman's
10339,Womens-boots-booties,Baddie,07/12/2024,5 star rating,Not specified,Not specified,Verified Buyer,Love em!,Love em!,8.0,Woman's
10340,Womens-boots-booties,Baddie,07/10/2024,5 star rating,True to size,Not specified,Unverified,These boots are everything,I absolutely love this boots ...I got so many compliments... Please make more in different colors,97.0,Woman's
10341,Womens-boots-booties,Baddie,27/11/2024,5 star rating,True to size,Not specified,Verified Buyer,Bomb!,Bomb!,5.0,Woman's
10342,Womens-boots-booties,Baddie,27/09/2024,4 star rating,Not specified,Not specified,Unverified,Almost Perfect Boot!,"These boots are beautiful, rustic, sexy and the perfect heel height for us comfy girlies! AND they actually fit my thick legs which is a big concern when Im purchasing over the knee boots online! These boots would have been perfect if the actual shoe part wasn’t too narrow 😩 I was able to get my foot",301.0,Woman's
10343,Womens-boots-booties,Baddie,22/10/2024,5 star rating,Too Big,Not specified,Verified Buyer,Super Classy,Comfortable very stylish nothing like anything else,51.0,Woman's
10344,Womens-boots-booties,Baddie,15/09/2024,5 star rating,Not specified,Not specified,Verified Buyer,Truly A Baddie,These boots are perfect! I feel in love with them as soon as I tried them on! I haven’t worn them yet but totally worth it!,123.0,Woman's
10345,Womens-boots-booties,Baddie,09/10/2024,5 star rating,Too Big,Not specified,Verified Buyer,Love how they fit and,Love how they fit and very comfortable.,39.0,Woman's
10346,Womens-boots-booties,Crimson,27/05/2025,5 star rating,True to size,"Stylish, Comfortable, Quality",Verified Buyer,Buttery soft and comfy,"I sized up to sz. 6 (I am usually between 5. 5 and 6) and these were perfect! The leather is buttery soft and very comfortable, although I only wore them around the house while admiring them, but I'm sure they would be comfortable to wear all day. I bought the brown and the color is beautiful; I can't",302.0,Woman's
10347,Womens-boots-booties,Crimson,26/03/2025,5 star rating,True to size,Not specified,Verified Buyer,Beautiful boots,"Nice and very comfortable boots, they have a rock style that suits them very well, and the size is true to size.",112.0,Woman's
10348,Womens-boots-booties,Crimson,01/04/2025,5 star rating,Too Big,Not specified,Verified Buyer,"High quality, very attractive, super","High quality, very attractive, super comfortable!",49.0,Woman's
10349,Womens-boots-booties,Crimson,06/02/2025,5 star rating,True to size,Not specified,Verified Buyer,"Great quality!! Soft leather, comfortable","Great quality!! Soft leather, comfortable & true to size .",58.0,Woman's
10350,Womens-boots-booties,Crimson,10/02/2025,5 star rating,True to size,Not specified,Verified Buyer,Fly,Love ❤️ the boots,17.0,Woman's
10351,Womens-boots-booties,Crimson,10/12/2024,4 star rating,Not specified,Not specified,Verified Buyer,"Very very nice style, run","Very very nice style, run small I'd size up 1/2 inch !! Love the ru ber bottom and the leather nice nice nice!!!",112.0,Woman's
10352,Womens-boots-booties,Crimson,03/11/2024,5 star rating,Not specified,Not specified,Verified Buyer,Great Boots!,"I love these boots! They have great, quality leather and are super comfy. I work on my feet all day and wore them straight out of the box. I am generally a size 6-6.5. I sized down with these and the size 6 fit perfectly. Definitely worth the money!",249.0,Woman's
10353,Womens-boots-booties,Crimson,23/11/2024,5 star rating,True to size,Not specified,Verified Buyer,Steve Madden Boots,"Looks like New…never worn !
I’m thrilled about the price and condition",70.0,Woman's
10354,Womens-boots-booties,Crimson,02/11/2024,5 star rating,Too Big,Not specified,Verified Buyer,WOW 🤩,"I absolutely love these High quality, genuine soft leather, unique designed, stylish boots!!",92.0,Woman's
10355,Womens-boots-booties,Crimson,09/11/2024,5 star rating,Not specified,Not specified,Verified Buyer,Manly,"I thought these boots would be great. The sole framing the boot, some how made them manly looking.",98.0,Woman's
10356,Womens-boots-booties,Crimson,02/11/2024,5 star rating,Too Big,Not specified,Verified Buyer,I wear size 9 …,I wear size 9 … However the shoes feel like size 8,50.0,Woman's
10357,Womens-boots-booties,Crimson,02/11/2024,5 star rating,Not specified,Not specified,Verified Buyer,Love love love,Very comfortable. Rustic look. Not heavy!,41.0,Woman's
10358,Womens-boots-booties,Crimson,12/11/2024,5 star rating,True to size,Not specified,Verified Buyer,Love them,I love mine . I ride motorcycles. These are perfect. Very comfortable,69.0,Woman's
10359,Womens-boots-booties,Crimson,07/11/2024,5 star rating,True to size,Not specified,Unverified,I love these!!!,"Love these!!! Great leather quality !
Size 6 for me fits very well and comfortable!!",84.0,Woman's
