review_id,subcategory,master_name,date,score,size,experience,verified,header,text,review_length,main_category,bert_sentiment,bert_score,mismatch,detected_aspects,topic,topic_prob
9989,Womens-boots-booties,Nala,06/02/2024,5.0,True to size,Not specified,Verified Buyer,Versatile Boot,This boot can be worn at work or at play! I love it for all occasions with a skirt and with pants.,98.0,Woman's,5.0,0.7906939387321472,False,"['comfort', 'type_of_shoe', 'purchase_experience']",0,1.0
9992,Womens-boots-booties,Nala,02/03/2024,5.0,True to size,Not specified,Verified Buyer,Perfect.,Quality leather. Fits true to size. Looks fantastic with cropped or barrel-shaped pants. I love them.,101.0,Woman's,5.0,0.890048086643219,False,"['size_and_fit', 'style_and_appearance', 'quality_and_material', 'purchase_experience']",37,1.0
9993,Womens-boots-booties,Nala,24/02/2024,4.0,Too Small,Not specified,Verified Buyer,Narrow on Top,I love the style of these boots but they are very narrow on the top. I can barely zip them up.,94.0,Woman's,3.0,0.604672372341156,True,"['size_and_fit', 'style_and_appearance', 'type_of_shoe', 'purchase_experience']",0,0.8154651672376289
9994,Womens-boots-booties,Nala,02/02/2024,4.0,Small,Not specified,Verified Buyer,"Super cute and quality, but very snug","Great quality. The material is super soft and comfortable. I’d suggest sizing down. I’m usually an 7.5-8, but a 7 fit me perfectly. The zipper is very snug, almost no room around calves, so keep that in mind. Overall happy with purchase.",237.0,Woman's,5.0,0.7196441292762756,True,"['size_and_fit', 'comfort', 'quality_and_material', 'purchase_experience', 'specific_parts', 'meta_terms']",-1,0.0
9995,Womens-boots-booties,Nala,31/01/2024,5.0,True to size,Not specified,Verified Buyer,The best I loveeeeeee it,The best I loveeeeeee it,24.0,Woman's,5.0,0.8985714316368103,False,"['purchase_experience', 'meta_terms']",-1,0.0
9996,Womens-boots-booties,Nala,26/01/2024,5.0,True to size,Not specified,Verified Buyer,Great boot,This boot is beautiful. Fits true to size and actually comfortable even with my slightly wide feet!,99.0,Woman's,5.0,0.867412269115448,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'meta_terms']",0,1.0
9997,Womens-boots-booties,Nala,25/01/2024,5.0,Big,Not specified,Verified Buyer,For Skinny Calves,"Great boots! They are beautiful! I bought them in black too. The boots’ calf circumference is 11.25 inches and my lower calves are 10 inches, so there’s over an inch room to wear them with skinny pants. Also, I’m usually size 7.5 in other brands but all my Steve Madden boots are size 7.",287.0,Woman's,5.0,0.9191950559616089,False,"['size_and_fit', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'wearability', 'specific_parts']",0,0.9577366368073411
9998,Womens-boots-booties,Nala,25/01/2024,5.0,True to size,Not specified,Verified Buyer,Great!,I could not wait to receive my new pair of boots. I was very excited and satisfied.,83.0,Woman's,5.0,0.49193376302719116,False,"['type_of_shoe', 'meta_terms']",0,1.0
9999,Womens-boots-booties,Nala,20/01/2024,5.0,True to size,Not specified,Verified Buyer,Slim f,"Slim fitting boots. They look great with jeans and fit my thin legs too. Wear a size 8, so with thick socks the fit fine.",121.0,Woman's,5.0,0.6191666722297668,False,"['size_and_fit', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'wearability']",0,0.702741532708146
10000,Womens-boots-booties,Nala,20/01/2024,5.0,True to size,Not specified,Verified Buyer,Love these,"I wanted a pair of brown boots that I could dress up but also wear every day. These are so comfy and cute and look wonderful with skirts, jeans, leggings, you name it. So glad I got them.",187.0,Woman's,5.0,0.8853522539138794,False,"['comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'wearability', 'meta_terms']",0,1.0
10001,Womens-boots-booties,Nala,19/01/2024,5.0,True to size,Not specified,Verified Buyer,BEST BOOT EVER,Love the style the round toe gives my feet much comfort.& a very versatile boot.,80.0,Woman's,5.0,0.8150388598442078,False,"['comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'specific_parts', 'meta_terms']",-1,0.0
10003,Womens-boots-booties,Nala,07/01/2024,2.0,Too Small,Not specified,Verified Buyer,Tight in the calf,Its to tight in the calf but looks good.,40.0,Woman's,3.0,0.4988258183002472,True,"['size_and_fit', 'style_and_appearance', 'specific_parts']",0,1.0
10004,Womens-boots-booties,Nala,02/01/2024,5.0,True to size,Not specified,Verified Buyer,Fantastic,Fits Great comfortably sized,28.0,Woman's,5.0,0.733720064163208,False,"['size_and_fit', 'comfort', 'purchase_experience']",-1,0.0
10005,Womens-boots-booties,Nala,29/12/2023,5.0,True to size,Not specified,Verified Buyer,Buy Them!,Received the tan pair as a Christmas gift. Love the fit. Color was darker than expected but this is a beautiful boot. The heel height is perfect. Numerous compliments.,167.0,Woman's,5.0,0.6593594551086426,False,"['size_and_fit', 'style_and_appearance', 'type_of_shoe', 'purchase_experience']",0,1.0
10006,Womens-boots-booties,Nala,21/12/2023,4.0,Small,Not specified,Verified Buyer,Super Cute,"The boots are quality and look super good. They boot fits great. My only hang up is that they don't zip all the way up the narrow calf, but it's no biggy because they don't slip off and I can still wear them.",208.0,Woman's,4.0,0.8004552721977234,False,"['size_and_fit', 'style_and_appearance', 'quality_and_material', 'type_of_shoe', 'purchase_experience', 'wearability', 'specific_parts']",0,0.6646499382070932
10007,Womens-boots-booties,Nala,12/12/2023,5.0,Big,Not specified,Verified Buyer,Súper Nice,Very confortable and high quality. I love them.,47.0,Woman's,5.0,0.8888611793518066,False,"['quality_and_material', 'purchase_experience', 'meta_terms']",10,1.0
10008,Womens-boots-booties,Nala,01/12/2023,5.0,True to size,Not specified,Verified Buyer,Better than expected,"Love everything about them! Was worried they would be too small because I had to get a 1/2 size smaller so I could share with my daughter, but even though they are a tiny bit tight, they are still comfy!",203.0,Woman's,5.0,0.5538956522941589,False,"['size_and_fit', 'comfort', 'purchase_experience']",16,0.9878110806334851
10009,Womens-boots-booties,Nala,01/11/2023,5.0,True to size,Not specified,Verified Buyer,Must have,Great fit and high quality. This boot is very comfortable and stylish. I have received many compliments on them.,112.0,Woman's,5.0,0.8864582180976868,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'quality_and_material', 'type_of_shoe', 'purchase_experience', 'meta_terms']",0,1.0
10010,Womens-boots-booties,Nala,13/02/2024,3.0,Small,Not specified,Verified Reviewer,Not for thicker calves,"Adorable boot.. can be dressed up or down. However, did not work for me bc they are way too tight in the calf.",110.0,Woman's,3.0,0.46389034390449524,False,"['size_and_fit', 'style_and_appearance', 'type_of_shoe', 'specific_parts', 'meta_terms']",0,1.0
10011,Womens-boots-booties,Nala,05/01/2024,5.0,True to size,Not specified,Verified Reviewer,So cute!,Love these boots! So cute and comfy!,36.0,Woman's,5.0,0.9334108233451843,False,"['comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience']",0,1.0
10012,Womens-boots-booties,Nala,09/02/2024,4.0,Small,Not specified,Unverified,Adorable but not for large calves,Comically small for your calves. My calves are 13 inches around (note these shoes are short of your calve) and they just barely fit all the way zipped up so I wear them not zipped all the way. Besides this they are super cute.,226.0,Woman's,3.0,0.500540018081665,True,"['size_and_fit', 'style_and_appearance', 'type_of_shoe', 'wearability', 'specific_parts']",0,1.0
10013,Womens-boots-booties,Harth,18/02/2024,2.0,Small,Not specified,Verified Buyer,These boots are stylish but,"These boots are stylish but my size, 9 1/2, runs small. I had already tried the 10 in store and it was too big.",111.0,Woman's,3.0,0.5185786485671997,True,"['size_and_fit', 'style_and_appearance', 'type_of_shoe', 'meta_terms']",0,1.0
10014,Womens-boots-booties,Harth,13/01/2024,5.0,Small,Not specified,Verified Buyer,Beautiful boots!,"The boots are stunning, good material… I’m between sizes 8.5 - 9, Steve Madden shoes are small so I bought 9 and fits perfect!",126.0,Woman's,5.0,0.6894981861114502,False,"['size_and_fit', 'quality_and_material', 'type_of_shoe', 'purchase_experience']",2,0.7271217697022488
10015,Womens-boots-booties,Harth,29/12/2023,5.0,True to size,Not specified,Verified Buyer,Love these boots so comfortable,Love these boots so comfortable and look great!,47.0,Woman's,5.0,0.929438591003418,False,"['comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'meta_terms']",0,1.0
10016,Womens-boots-booties,Harth,17/12/2023,5.0,True to size,Not specified,Verified Buyer,My boots 👢,"My boots fits comfortably and it feel good on my feet ,love my boots 👢 from Steve Madden 💕",90.0,Woman's,5.0,0.6253145933151245,False,"['size_and_fit', 'comfort', 'type_of_shoe', 'purchase_experience']",0,1.0
10017,Womens-boots-booties,Harth,10/12/2023,4.0,Small,Not specified,Verified Buyer,Cool boots,"I bought them for my daughter for Christmas, so I can only go by looks, not fit or comfort as it is December 9th. They are very cool looking boots! I know she’s going to love them. I’m saying they run small because of other reviews.",232.0,Woman's,4.0,0.3898089826107025,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'meta_terms']",0,1.0
10018,Womens-boots-booties,Harth,03/12/2023,5.0,True to size,Not specified,Verified Buyer,Felt stiff when first put,"Felt stiff when first put on, then was very comfortable after wearing. Very cute, comfortable and got compliments.",114.0,Woman's,4.0,0.5241140723228455,True,"['comfort', 'style_and_appearance', 'quality_and_material', 'wearability', 'meta_terms']",-1,0.0
10019,Womens-boots-booties,Harth,07/11/2023,4.0,Too Small,Not specified,Verified Buyer,So Cute but not for wide Calves,Literally perfect if you have small to normal size calves but I had to struggle to get them onto my calves. I wanted to wear them with leggings so unfortunately have to return. I am a size 10 with 16 inch calves,211.0,Woman's,4.0,0.2462911605834961,False,"['size_and_fit', 'purchase_experience', 'wearability', 'specific_parts', 'meta_terms']",0,1.0
10020,Womens-boots-booties,Harth,29/10/2023,5.0,True to size,Not specified,Verified Buyer,Soft and comfortable! Loved that,Soft and comfortable! Loved that the shaft fit my calf!,55.0,Woman's,5.0,0.7973402142524719,False,"['size_and_fit', 'comfort', 'purchase_experience', 'specific_parts', 'meta_terms']",-1,0.0
10021,Womens-boots-booties,Harth,27/10/2023,4.0,Small,Not specified,Verified Buyer,Great! Tight of calf,"I love these, very comfortable. Gives height without the tall heal. They run 1/2 size small from your normal size. (I’m a 6.5, ordered 7). I have normal sized calfs and they are pretty tight, but they do have a little stretch to them so not too bad.",249.0,Woman's,5.0,0.5622873902320862,True,"['size_and_fit', 'comfort', 'style_and_appearance', 'purchase_experience', 'specific_parts', 'meta_terms']",0,1.0
10022,Womens-boots-booties,Harth,09/10/2023,4.0,True to size,Not specified,Verified Buyer,Cute boots,"These boots fit well, they run according to size. They come up about 3/4 of the way below my knee. They are slightly difficult to walk in, especially going downstairs but maybe I just need to break them in. The only issue I have is that they smell horrible and the scent has lingered even after trying",301.0,Woman's,4.0,0.8331725001335144,False,"['size_and_fit', 'style_and_appearance', 'type_of_shoe', 'wearability']",0,1.0
10023,Womens-boots-booties,Harth,15/10/2023,4.0,Small,Not specified,Verified Reviewer,Cute boots,Cute boots but size to small,28.0,Woman's,3.0,0.5500239729881287,True,"['size_and_fit', 'style_and_appearance', 'type_of_shoe']",0,1.0
10024,Womens-boots-booties,Harth,01/10/2023,5.0,True to size,Not specified,Unverified,Love these boots,"I've been searching high and low for boots with platform heels like these that elevate, come in size 5, and without a very high differential between the toe and heel platform. These are it, easy and solid to walk in on a commute. I'm obsessed with these boots.",260.0,Woman's,5.0,0.6995932459831238,False,"['size_and_fit', 'type_of_shoe', 'wearability', 'specific_parts', 'meta_terms']",0,1.0
10025,Womens-boots-booties,Inferno,23/12/2024,5.0,True to size,Not specified,Verified Buyer,The Blue Suede Boots!,"Love these beauties! After reading other reviews I just knew I would be returning these. They fit perfectly and the blue suede is sharpe. I was able to slip these right on and they were not too narrow for me as others have found. Also, the price was unbelievable. I say if you are considering these, get",303.0,Woman's,5.0,0.8835127353668213,False,"['size_and_fit', 'quality_and_material', 'purchase_experience', 'price_and_value', 'meta_terms']",-1,0.0
10026,Womens-boots-booties,Inferno,13/12/2024,5.0,Too Big,Not specified,Verified Buyer,So stylish. I can wear,So stylish. I can wear a 9. 5 but ordered a 10 and was comfortable. It runs a little narrow,91.0,Woman's,4.0,0.5709706544876099,True,"['size_and_fit', 'comfort', 'style_and_appearance', 'purchase_experience', 'wearability', 'meta_terms']",1,1.0
10028,Womens-boots-booties,Inferno,04/12/2024,5.0,True to size,Not specified,Verified Buyer,I love them. They are,I love them. They are comfortable and sleek looking.,52.0,Woman's,5.0,0.7290616035461426,False,"['comfort', 'style_and_appearance', 'purchase_experience', 'meta_terms']",-1,0.0
10029,Womens-boots-booties,Inferno,10/10/2024,3.0,Too Big,Not specified,Verified Buyer,Not quite what I expected.,I’m a bit disappointed because these lovely boots don’t have a zipper and the sole does not meet the quality of the upper. But they’re are a lovely shade of blue suede and they are very pretty.,193.0,Woman's,3.0,0.7402490377426147,False,"['style_and_appearance', 'quality_and_material', 'type_of_shoe', 'purchase_experience']",0,0.5320285727861517
10031,Womens-boots-booties,Inferno,06/12/2024,1.0,Too Small,Not specified,Verified Reviewer,Wish they fit,Beautiful but not comfortable. Very narrow,42.0,Woman's,2.0,0.43114688992500305,True,"['size_and_fit', 'comfort', 'style_and_appearance', 'meta_terms']",-1,0.0
10032,Womens-boots-booties,Inferno,11/10/2024,3.0,Not specified,Not specified,Verified Reviewer,Narrow feet friendly,I’m feeling these blue suede booties if you’re a person with narrow feet like me these will be a perfect fit order your regular size these booties are narrow feel friendly they slipped right on the shaft even fit my skinny little ankles nicely.,244.0,Woman's,5.0,0.7472283840179443,True,"['size_and_fit', 'comfort', 'style_and_appearance', 'quality_and_material', 'type_of_shoe', 'purchase_experience', 'specific_parts', 'meta_terms']",0,0.6472980212786151
10033,Womens-boots-booties,Inferno,25/10/2024,4.0,True to size,Not specified,Verified Buyer,Looks great! Not very well,Looks great! Not very well padded for your feet.,48.0,Woman's,3.0,0.5293437838554382,True,"['comfort', 'style_and_appearance', 'purchase_experience']",-1,0.0
10034,Womens-boots-booties,Inferno,16/10/2024,1.0,Too Small,Not specified,Verified Buyer,Way too narrow and I,Way too narrow and I have narrow feet. Even the stuffing was smushed in the packaging,85.0,Woman's,2.0,0.5292132496833801,True,"['size_and_fit', 'comfort']",4,0.617747994293066
10035,Womens-boots-booties,Inferno,30/09/2024,4.0,Small,Not specified,Verified Buyer,I love this boot I,I love this boot I had to return because it runs too narrow for me,66.0,Woman's,5.0,0.5919963717460632,True,"['size_and_fit', 'type_of_shoe', 'purchase_experience']",0,1.0
10036,Womens-boots-booties,Inferno,20/09/2024,2.0,Too Small,Not specified,Verified Buyer,Extremely small,"These are extremely tight and narrow all around, I even ordered half a size up from my normal and still way too tight :(",120.0,Woman's,2.0,0.47986289858818054,False,"['size_and_fit', 'style_and_appearance', 'purchase_experience', 'meta_terms']",-1,0.0
10037,Womens-boots-booties,Inferno,24/09/2024,4.0,Not specified,Not specified,Unverified,"Cool shoes, size up probably",I usually wear 8 but sized up to 8.5 and they fit well! These are cool looking sock booties. I plan to wear them casually in the fall and winter months.,152.0,Woman's,5.0,0.51826012134552,True,"['size_and_fit', 'style_and_appearance', 'type_of_shoe', 'wearability']",1,1.0
10040,Womens-boots-booties,Cypress,19/05/2025,5.0,True to size,Not specified,Unverified,Dreamy,"Fits true to size, are easy to walk in, and are STUNNING.",57.0,Woman's,5.0,0.8104082345962524,False,"['size_and_fit', 'wearability']",13,0.7590766143739428
10041,Womens-boots-booties,Cypress,29/03/2025,4.0,Not specified,Not specified,Verified Buyer,IN LOVE,These boots are so comfy and easy to walk in. I love them!,58.0,Woman's,5.0,0.9434968829154968,True,"['comfort', 'type_of_shoe', 'purchase_experience', 'wearability']",0,1.0
10042,Womens-boots-booties,Cypress,09/12/2024,5.0,True to size,Not specified,Verified Buyer,Exactly what you need,These are comfortable and practical. I will say the calf part does start out tight but it conforms over a few wears to your calf which makes them easier and more comfortable to wear. I would say my calf is normal to big size. True to size and fit.,247.0,Woman's,4.0,0.6780856251716614,True,"['size_and_fit', 'comfort', 'wearability', 'specific_parts', 'meta_terms']",0,1.0
10043,Womens-boots-booties,Cypress,22/12/2024,5.0,True to size,Not specified,Verified Buyer,I love them!,I was worried these would be too tight around my calves (16 inches around) the calves in the shoes are about 15 inches around for a size 10 shoe. They were tight to get on around the ankle. They did stretch out after wearing for about 7 hours! Also they were way easier to get on and off with tights on.,303.0,Woman's,2.0,0.48046326637268066,True,"['size_and_fit', 'type_of_shoe', 'wearability', 'specific_parts']",0,1.0
10044,Womens-boots-booties,Cypress,30/01/2025,5.0,True to size,Not specified,Verified Buyer,Buy now,Love these boots so comfortable! True to size. Girl go ahead and purchase these!,80.0,Woman's,5.0,0.9316431283950806,False,"['size_and_fit', 'comfort', 'type_of_shoe', 'purchase_experience', 'meta_terms']",0,1.0
10045,Womens-boots-booties,Cypress,08/12/2024,5.0,True to size,Not specified,Verified Buyer,I’ve actually wanted these for,I’ve actually wanted these for a couple years and was finally patient enough to get them for myself. They are so cute and go with everything,140.0,Woman's,5.0,0.7944077849388123,False,"['style_and_appearance', 'meta_terms']",10,0.6657129952272454
10046,Womens-boots-booties,Cypress,01/11/2024,4.0,True to size,Not specified,Verified Buyer,Would be a total 5 stars if—,Don’t get me wrong these boots are everything and you will get compliments plus they are sooooo comfy!! I wore them for 12 hours straight and lasted a whole 8 hours before getting tired of them. The only problem I have is the material on the bottom of the boots tore off within one day of wear. But oh,301.0,Woman's,4.0,0.28027161955833435,False,"['comfort', 'style_and_appearance', 'quality_and_material', 'type_of_shoe', 'wearability']",0,1.0
10047,Womens-boots-booties,Cypress,06/12/2024,5.0,Not specified,Not specified,Verified Buyer,Beautiful Boot,"It is exactly what What I expected. The boot fits snugly around your le, so if your legs are think this may not be the shoe for you. It is really soft and flexible.",164.0,Woman's,5.0,0.6419596672058105,False,"['size_and_fit', 'comfort', 'type_of_shoe']",0,1.0
10048,Womens-boots-booties,Cypress,12/12/2024,4.0,Big,Not specified,Verified Buyer,"great quality shoe, but they","great quality shoe, but they were slightly big ( and i did use the steve madden size chart). felt sturdy and were comfortable.",126.0,Woman's,4.0,0.7839893698692322,False,"['size_and_fit', 'comfort', 'quality_and_material', 'type_of_shoe', 'purchase_experience', 'meta_terms']",2,1.0
10049,Womens-boots-booties,Cypress,12/12/2024,5.0,True to size,Not specified,Verified Buyer,Shoes,These are actually my first pair and they are so comfortable to wear/walk in! I will have to say it is a bit hard to put on/take off but overall it’s cute!! Definitely worth it!,177.0,Woman's,4.0,0.5967223048210144,True,"['comfort', 'style_and_appearance', 'purchase_experience', 'wearability', 'price_and_value', 'meta_terms']",34,0.9571601606836089
10050,Womens-boots-booties,Cypress,24/11/2024,5.0,True to size,Not specified,Verified Buyer,Fit big calves,"I have pretty thick thighs /calves (size 14) so I didn’t know how these boots would work for me. They are very stretchy and fit! Very excited for these boots, also very comfortable due to the platform",200.0,Woman's,4.0,0.4271278381347656,True,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'specific_parts', 'meta_terms']",0,1.0
10051,Womens-boots-booties,Cypress,19/12/2024,5.0,True to size,Not specified,Verified Buyer,They’re the BEST,They look great. I was scared when putting them on but it was not difficult. They fit like a glove,98.0,Woman's,4.0,0.4684508144855499,True,"['size_and_fit', 'style_and_appearance', 'purchase_experience']",23,1.0
10052,Womens-boots-booties,Cypress,09/12/2024,5.0,True to size,Not specified,Verified Buyer,so easy to walk in!!,"I expected these to be hard to walk in, they’re not!!! The fact that they’re so high up makes it easy! They’re hard to put on but once they’re on they’re comfortable",165.0,Woman's,3.0,0.38373225927352905,True,"['comfort', 'wearability', 'meta_terms']",34,1.0
10054,Womens-boots-booties,Cypress,17/12/2024,5.0,True to size,Not specified,Verified Buyer,Super cute and comfortable. It’s,Super cute and comfortable. It’s meant for someone who doesn’t have wide calfs,78.0,Woman's,5.0,0.5820789933204651,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'specific_parts', 'meta_terms']",0,1.0
10055,Womens-boots-booties,Cypress,12/12/2024,4.0,True to size,Not specified,Verified Buyer,Very comfortable despite height,"I love everything about this boot, except I wish there was a tiny bit for room in the calf to wear comfortably with leggings or socks. Other than that, I love them.",164.0,Woman's,4.0,0.8032886981964111,False,"['size_and_fit', 'comfort', 'type_of_shoe', 'purchase_experience', 'wearability', 'specific_parts']",0,1.0
10056,Womens-boots-booties,Cypress,10/12/2024,5.0,True to size,Not specified,Verified Buyer,Great!!,They fit so well! Perfect for wide calves and they’re comfortable 🤠,67.0,Woman's,5.0,0.8075585961341858,False,"['size_and_fit', 'comfort', 'purchase_experience', 'specific_parts', 'meta_terms']",0,1.0
10057,Womens-boots-booties,Cypress,31/10/2024,5.0,True to size,Not specified,Verified Buyer,Very flattering boot!,OMG! these boots are so adorable!! they definitely make you break a sweat trying to put them on but you get use to it and it does get easier the more it stretches out/you wear them! Def recommend these boots!! so flattering and worth the purchase!!,248.0,Woman's,5.0,0.837877631187439,False,"['type_of_shoe', 'purchase_experience', 'wearability', 'price_and_value', 'meta_terms']",0,1.0
10058,Womens-boots-booties,Cypress,20/10/2024,5.0,Not specified,Not specified,Verified Reviewer,Perfect for 6 hours with no breaking in!,"Bought the shoes, didn’t bother breaking them in, and wore them to a show for 6 hours! My feet started feeling a bit sore from the pressure of standing up about 4 and a half hours in. No blisters at all! I got a half-size up since it was the only size available in-store and had to wiggle a bit to get",301.0,Woman's,2.0,0.2889842092990875,True,"['size_and_fit', 'comfort', 'type_of_shoe', 'purchase_experience', 'wearability', 'meta_terms']",27,0.3208001874341343
10059,Womens-boots-booties,Cypress,10/08/2024,5.0,True to size,Not specified,Verified Buyer,I love them!!,"I love Steve Madden shoes! I always get my boots from here. These fit perfectly, they’re true to size. I thought my calf muscles were too big, so i did measure them and compared it to the measurements they provided-they fit perfectly. They can be a little hard to get into but I’m guessing that’s because",304.0,Woman's,5.0,0.7234039306640625,False,"['size_and_fit', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'specific_parts']",2,1.0
10060,Womens-boots-booties,Cypress,21/10/2024,5.0,Too Big,Not specified,Verified Buyer,Great for small calves and ankles,Fit great and true to size. Im a size 8 shoe and skinny calf (i'm 5'6.5 weighing 120 lbs for reference),103.0,Woman's,5.0,0.7077341675758362,False,"['size_and_fit', 'type_of_shoe', 'purchase_experience', 'specific_parts']",0,0.947234946933546
10061,Womens-boots-booties,Cypress,20/09/2024,5.0,True to size,Not specified,Verified Buyer,Super cute shoes,"These shoes are exactly what I was looking for, will be wearing them to the Sabrina Carpenter concert. They are a little hard to get on and off, but very cute and comfortable when on. They are definitely bulky but I love the height they give.",242.0,Woman's,5.0,0.5515808463096619,False,"['comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'wearability', 'meta_terms']",-1,0.0
10062,Womens-boots-booties,Cypress,28/08/2024,5.0,True to size,Not specified,Verified Buyer,VERY CUTESY,I feel like Sabrina Carpenter when I put them on! I can’t wait to wear them this Fall and style them! Very easy to walk in. I’m not going to lie it’s hard to put on and take off but I think they’re getting stretched out so each time has been easier!,249.0,Woman's,5.0,0.7748708724975586,False,"['comfort', 'style_and_appearance', 'wearability', 'meta_terms']",34,0.8686879640378959
10063,Womens-boots-booties,Cypress,22/07/2024,5.0,True to size,Not specified,Unverified,Want to look & feel like a doll ?,"These shoes are a major staple in my closet. The amount of compliments I get on these shoes are insane. definitely Bratz doll vibes, and I love the height that they gave me, They are so comfortable sized up. They are a little big on me, but that’s because I go for comfort. I’ve walked around for three",302.0,Woman's,5.0,0.7641190886497498,False,"['size_and_fit', 'comfort', 'type_of_shoe', 'purchase_experience', 'wearability', 'meta_terms']",-1,0.0
10064,Womens-boots-booties,Cypress,08/08/2024,5.0,True to size,Not specified,Verified Buyer,Made my brother get these for my birthday lol,"Literally obsessed - they fit perfectly, are comfortable (but I only wear platforms so I’m used to the weight), aren’t loose on my legs (finally!!!), and make me look and feel like an absolute badass.",200.0,Woman's,5.0,0.8321741223335266,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'wearability', 'meta_terms']",-1,0.0
10065,Womens-boots-booties,Cypress,09/08/2024,5.0,True to size,Not specified,Verified Buyer,In love~,"I stepped into love with these, they're so stylish and totally elevate my outfits.",82.0,Woman's,5.0,0.9039191007614136,False,"['size_and_fit', 'style_and_appearance', 'purchase_experience']",-1,0.0
10066,Womens-boots-booties,Cypress,14/08/2024,5.0,True to size,Not specified,Verified Buyer,First buy,I do have pretty sizable calfs but breaking them in they are super comfy!,73.0,Woman's,4.0,0.45086172223091125,True,"['comfort', 'style_and_appearance', 'specific_parts', 'meta_terms']",0,1.0
10067,Womens-boots-booties,Cypress,28/07/2024,4.0,True to size,Not specified,Unverified,Cute,Very cute and fit me good. Definitely weren’t the most comfortable shoes to walk in after an hour or two my feet were killing me.,129.0,Woman's,4.0,0.6388092041015625,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'wearability', 'meta_terms']",-1,0.0
10068,Womens-boots-booties,Cypress,01/07/2024,2.0,Not specified,Not specified,Unverified,RIDICULOUSLY TIGHT,"These were so extremely tight I couldn’t even get it past my foot. Idk how all the other girlys could, like?! And I’m super skinny! They still squeezed my calf so it was bulging out and it was just super uncomfortable and unflattering AND unfortunate bc I really wanted these to work :(",286.0,Woman's,1.0,0.5156638622283936,True,"['size_and_fit', 'comfort', 'specific_parts', 'meta_terms']",0,0.7423690185618503
10069,Womens-boots-booties,Cypress,04/08/2024,5.0,True to size,Not specified,Unverified,Please make a white version,I absolutely am obsessed with these I just wish they made them in white too🥲,76.0,Woman's,1.0,0.2914946675300598,True,['style_and_appearance'],43,0.33572596330079674
10070,Womens-boots-booties,Cypress,14/06/2024,5.0,True to size,Not specified,Verified Buyer,Obsessed,No heel or boot has ever fit my big ass feet so perfectly!,58.0,Woman's,5.0,0.9445057511329651,False,"['size_and_fit', 'comfort', 'type_of_shoe', 'purchase_experience']",-1,0.0
10071,Womens-boots-booties,Cypress,29/06/2024,5.0,Not specified,Not specified,Unverified,White Boots! 🤍🤍🤍,Please bring back the white color!!!!!,38.0,Woman's,1.0,0.5950477123260498,True,['style_and_appearance'],43,1.0
10072,Womens-boots-booties,Cypress,21/12/2023,3.0,Small,Not specified,Verified Buyer,Incredibly cute but sooo tight,"Obsessed with the shoes so I'm not gonna return them, but getting them on is sooo difficult because of how tight the leg area is. The fit on my foot is perfectly fine, but they fit as if they are socks on my calves/legs. I have imprints of the inner seam on my leg after just wearing for a few min! Not",302.0,Woman's,2.0,0.46496787667274475,True,"['size_and_fit', 'type_of_shoe', 'purchase_experience', 'wearability', 'specific_parts']",-1,0.0
10073,Womens-boots-booties,Cypress,11/12/2023,5.0,True to size,Not specified,Verified Buyer,One of my favorite platform boots!,My friend recommended these to me and I absolutely adore them. I did get a size up and I’m glad I did because they’re more comfy. If you have bigger feet or calves I recommend going a size up.,192.0,Woman's,5.0,0.8006266951560974,False,"['size_and_fit', 'comfort', 'purchase_experience', 'specific_parts']",-1,0.0
10074,Womens-boots-booties,Cypress,24/03/2023,5.0,True to size,Not specified,Verified Buyer,These boots are EVERYTHING! My,"These boots are EVERYTHING! My only concern is ladies with thick calfs and wider feet, like myself, you’ll struggle a bit getting the leg part over your foot and calf because it’s fitted, but the actual shoe, once in there, fits nice and is comfortable.",253.0,Woman's,4.0,0.6421463489532471,True,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'specific_parts', 'meta_terms']",0,1.0
10075,Womens-boots-booties,Cypress,08/02/2023,5.0,True to size,Not specified,Verified Buyer,So cute!,Absolutely love these boots!! They fit perfect. Heavy sole which makes it amazing to walk in and they are super comfortable. Definitely do it!!!,144.0,Woman's,5.0,0.9737904667854309,False,"['size_and_fit', 'comfort', 'type_of_shoe', 'purchase_experience', 'wearability', 'meta_terms']",0,1.0
